State,Level,Name,TRU,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT
10,DISTRICT,Nalanda,Rural,2419759,1257728,1162031,1232191,756523,475668
10,DISTRICT,Nalanda,Urban,457894,239332,218562,287742,163035,124707
10,DISTRICT,Patna,Total,5838465,3078512,2759953,3459679,2028047,1431632
10,DISTRICT,Patna,Rural,3323875,1746025,1577850,1690372,1035473,654899
10,DISTRICT,Patna,Urban,2514590,1332487,1182103,1769307,992574,776733
10,DISTRICT,Bhojpur,Total,2728407,1430380,1298027,1599151,973486,625665
10,DISTRICT,Bhojpur,Rural,2338546,1224274,1114272,1339063,824719,514344
10,DISTRICT,Bhojpur,Urban,389861,206106,183755,260088,148767,111321
10,DISTRICT,Buxar,Total,1706352,887977,818375,989807,593544,396263
10,DISTRICT,Buxar,Rural,1541853,801086,740767,878180,530083,348097
10,DISTRICT,Buxar,Urban,164499,86891,77608,111627,63461,48166
10,DISTRICT,Kaimur (Bhabua),Total,1626384,847006,779378,920276,549923,370353
10,DISTRICT,Kaimur (Bhabua),Rural,1560813,812298,748515,874045,523725,350320
10,DISTRICT,Kaimur (Bhabua),Urban,65571,34708,30863,46231,26198,20033
10,DISTRICT,Rohtas,Total,2959918,1543546,1416372,1799832,1061783,738049
10,DISTRICT,Rohtas,Rural,2532153,1318276,1213877,1514047,898959,615088
10,DISTRICT,Rohtas,Urban,427765,225270,202495,285785,162824,122961
10,DISTRICT,Aurangabad,Total,2540073,1318684,1221389,1466002,868733,597269
10,DISTRICT,Aurangabad,Rural,2303219,1194619,1108600,1308038,779572,528466
10,DISTRICT,Aurangabad,Urban,236854,124065,112789,157964,89161,68803
10,DISTRICT,Gaya,Total,4391418,2266566,2124852,2297613,1368803,928810
10,DISTRICT,Gaya,Rural,3809817,1960592,1849225,1895908,1143417,752491
10,DISTRICT,Gaya,Urban,581601,305974,275627,401705,225386,176319
10,DISTRICT,Nawada,Total,2219146,1144668,1074478,1091012,659474,431538
10,DISTRICT,Nawada,Rural,2003567,1031656,971911,954092,582080,372012
10,DISTRICT,Nawada,Urban,215579,113012,102567,136920,77394,59526
10,DISTRICT,Jamui,Total,1760405,916064,844341,858588,534385,324203
10,DISTRICT,Jamui,Rural,1615072,839776,775296,767311,481184,286127
10,DISTRICT,Jamui,Urban,145333,76288,69045,91277,53201,38076
10,DISTRICT,Jehanabad ,Total,1125313,585582,539731,618881,374412,244469
10,DISTRICT,Jehanabad ,Rural,990117,514154,475963,531441,324140,207301
10,DISTRICT,Jehanabad ,Urban,135196,71428,63768,87440,50272,37168
10,DISTRICT,Arwal,Total,700843,363497,337346,386351,235279,151072
10,DISTRICT,Arwal,Rural,648994,336420,312574,354235,216267,137968
10,DISTRICT,Arwal,Urban,51849,27077,24772,32116,19012,13104
11,STATE,SIKKIM,Total,610577,323070,287507,444952,251269,193683
11,STATE,SIKKIM,Rural,456999,242797,214202,321930,184245,137685
11,STATE,SIKKIM,Urban,153578,80273,73305,123022,67024,55998
11,DISTRICT,North  District,Total,43709,24730,18979,30450,18579,11871
11,DISTRICT,North  District,Rural,39065,22274,16791,27048,16694,10354
11,DISTRICT,North  District,Urban,4644,2456,2188,3402,1885,1517
11,DISTRICT,West District,Total,136435,70238,66197,93432,51988,41444
11,DISTRICT,West District,Rural,131187,67528,63659,89225,49711,39514
11,DISTRICT,West District,Urban,5248,2710,2538,4207,2277,1930
11,DISTRICT,South District,Total,146850,76670,70180,106741,59357,47384
11,DISTRICT,South District,Rural,125651,65848,59803,89766,50339,39427
11,DISTRICT,South District,Urban,21199,10822,10377,16975,9018,7957
11,DISTRICT,East District,Total,283583,151432,132151,214329,121345,92984
11,DISTRICT,East District,Rural,161096,87147,73949,115891,67501,48390
11,DISTRICT,East District,Urban,122487,64285,58202,98438,53844,44594
12,STATE,ARUNACHAL PRADESH,Total,1383727,713912,669815,766005,439868,326137
12,STATE,ARUNACHAL PRADESH,Rural,1066358,546011,520347,535902,309390,226512
12,STATE,ARUNACHAL PRADESH,Urban,317369,167901,149468,230103,130478,99625
12,DISTRICT,Tawang,Total,49977,29151,20826,26073,17720,8353
12,DISTRICT,Tawang,Rural,38775,20792,17983,16519,10035,6484
12,DISTRICT,Tawang,Urban,11202,8359,2843,9554,7685,1869
12,DISTRICT,West Kameng,Total,83947,46155,37792,48492,29566,18926
12,DISTRICT,West Kameng,Rural,68015,37809,30206,37463,23353,14110
12,DISTRICT,West Kameng,Urban,15932,8346,7586,11029,6213,4816
12,DISTRICT,East Kameng,Total,78690,38775,39915,38449,21599,16850
12,DISTRICT,East Kameng,Rural,60340,29506,30834,26914,15103,11811
12,DISTRICT,East Kameng,Urban,18350,9269,9081,11535,6496,5039
12,DISTRICT,Papum Pare,Total,176573,89182,87391,121048,65794,55254
12,DISTRICT,Papum Pare,Rural,79610,39935,39675,49601,27273,22328
12,DISTRICT,Papum Pare,Urban,96963,49247,47716,71447,38521,32926
12,DISTRICT,Upper Subansiri,Total,83448,41758,41690,45278,24807,20471
12,DISTRICT,Upper Subansiri,Rural,70043,34840,35203,36059,19615,16444
12,DISTRICT,Upper Subansiri,Urban,13405,6918,6487,9219,5192,4027
12,DISTRICT,West Siang,Total,112274,58168,54106,64746,36777,27969
12,DISTRICT,West Siang,Rural,87306,44687,42619,45874,25933,19941
12,DISTRICT,West Siang,Urban,24968,13481,11487,18872,10844,8028
12,DISTRICT,East Siang,Total,99214,50116,49098,62576,34210,28366
12,DISTRICT,East Siang,Rural,71579,36147,35432,43064,23694,19370
12,DISTRICT,East Siang,Urban,27635,13969,13666,19512,10516,8996
12,DISTRICT,Upper Siang,Total,35320,18699,16621,18195,10723,7472
12,DISTRICT,Upper Siang,Rural,28780,15335,13445,13718,8280,5438
12,DISTRICT,Upper Siang,Urban,6540,3364,3176,4477,2443,2034
12,DISTRICT,Changlang,Total,148226,76948,71278,73174,44027,29147
12,DISTRICT,Changlang,Rural,128998,66283,62715,58747,35423,23324
12,DISTRICT,Changlang,Urban,19228,10665,8563,14427,8604,5823
12,DISTRICT,Tirap,Total,111975,57604,54371,47974,29313,18661
12,DISTRICT,Tirap,Rural,91165,46185,44980,33299,20628,12671
12,DISTRICT,Tirap,Urban,20810,11419,9391,14675,8685,5990
12,DISTRICT,Lower Subansiri,Total,83030,41843,41187,54057,29470,24587
12,DISTRICT,Lower Subansiri,Rural,70224,35460,34764,44328,24376,19952
12,DISTRICT,Lower Subansiri,Urban,12806,6383,6423,9729,5094,4635
12,DISTRICT,Kurung Kumey,Total,92076,45318,46758,36606,20258,16348
12,DISTRICT,Kurung Kumey,Rural,89731,44072,45659,35299,19486,15813
12,DISTRICT,Kurung Kumey,Urban,2345,1246,1099,1307,772,535
12,DISTRICT,Dibang Valley,Total,8004,4414,3590,4436,2614,1822
12,DISTRICT,Dibang Valley,Rural,5620,3098,2522,2692,1587,1105
12,DISTRICT,Dibang Valley,Urban,2384,1316,1068,1744,1027,717
12,DISTRICT,Lower Dibang Valley,Total,54080,28053,26027,31849,18087,13762
12,DISTRICT,Lower Dibang Valley,Rural,42691,21989,20702,22805,13079,9726
12,DISTRICT,Lower Dibang Valley,Urban,11389,6064,5325,9044,5008,4036
12,DISTRICT,Lohit,Total,145726,76221,69505,83062,48380,34682
12,DISTRICT,Lohit,Rural,113296,58991,54305,60252,35452,24800
12,DISTRICT,Lohit,Urban,32430,17230,15200,22810,12928,9882
12,DISTRICT,Anjaw,Total,21167,11507,9660,9990,6523,3467
12,DISTRICT,Anjaw,Rural,20185,10882,9303,9268,6073,3195
12,DISTRICT,Anjaw,Urban,982,625,357,722,450,272
13,STATE,NAGALAND,Total,1978502,1024649,953853,1342434,723957,618477
13,STATE,NAGALAND,Rural,1407536,725472,682064,896663,484021,412642
13,STATE,NAGALAND,Urban,570966,299177,271789,445771,239936,205835
13,DISTRICT,Mon,Total,250260,131753,118507,119626,67432,52194
13,DISTRICT,Mon,Rural,215816,113469,102347,94931,53938,40993
13,DISTRICT,Mon,Urban,34444,18284,16160,24695,13494,11201
13,DISTRICT,Mokokchung,Total,194622,101092,93530,159494,83479,76015
13,DISTRICT,Mokokchung,Rural,138897,71373,67524,112611,58307,54304
13,DISTRICT,Mokokchung,Urban,55725,29719,26006,46883,25172,21711
13,DISTRICT,Zunheboto,Total,140757,71217,69540,102881,53504,49377
13,DISTRICT,Zunheboto,Rural,113160,56786,56374,80149,41377,38772
13,DISTRICT,Zunheboto,Urban,27597,14431,13166,22732,12127,10605
13,DISTRICT,Wokha,Total,166343,84505,81838,128208,67385,60823
13,DISTRICT,Wokha,Rural,131339,66435,64904,98221,51667,46554
13,DISTRICT,Wokha,Urban,35004,18070,16934,29987,15718,14269
13,DISTRICT,Dimapur ,Total,378811,197394,181417,278037,150142,127895
13,DISTRICT,Dimapur ,Rural,180942,93435,87507,126822,68340,58482
13,DISTRICT,Dimapur ,Urban,197869,103959,93910,151215,81802,69413
13,DISTRICT,Phek,Total,163418,83743,79675,105893,57926,47967
13,DISTRICT,Phek,Rural,138843,70529,68314,87233,47337,39896
13,DISTRICT,Phek,Urban,24575,13214,11361,18660,10589,8071
13,DISTRICT,Tuensang,Total,196596,101933,94663,117511,63653,53858
13,DISTRICT,Tuensang,Rural,159822,82462,77360,88952,48113,40839
13,DISTRICT,Tuensang,Urban,36774,19471,17303,28559,15540,13019
13,DISTRICT,Longleng,Total,50484,26502,23982,29859,16139,13720
13,DISTRICT,Longleng,Rural,42871,22511,20360,24018,13016,11002
13,DISTRICT,Longleng,Urban,7613,3991,3622,5841,3123,2718
13,DISTRICT,Kiphire,Total,74004,37830,36174,41232,22675,18557
13,DISTRICT,Kiphire,Rural,57517,29243,28274,29387,16255,13132
13,DISTRICT,Kiphire,Urban,16487,8587,7900,11845,6420,5425
13,DISTRICT,Kohima,Total,267988,138966,129022,197489,107038,90451
13,DISTRICT,Kohima,Rural,146900,76369,70531,101984,56271,45713
13,DISTRICT,Kohima,Urban,121088,62597,58491,95505,50767,44738
13,DISTRICT,Peren,Total,95219,49714,45505,62204,34584,27620
13,DISTRICT,Peren,Rural,81429,42860,38569,52355,29400,22955
13,DISTRICT,Peren,Urban,13790,6854,6936,9849,5184,4665
14,STATE,MANIPUR,Total,2855794,1438586,1417208,1908476,1039858,868618
14,STATE,MANIPUR,Rural,2021640,1026884,994756,1282859,710134,572725
14,STATE,MANIPUR,Urban,834154,411702,422452,625617,329724,295893
14,DISTRICT,Senapati,Total,479148,247323,231825,264477,148012,116465
14,DISTRICT,Senapati,Rural,471672,243603,228069,258978,145129,113849
14,DISTRICT,Senapati,Urban,7476,3720,3756,5499,2883,2616
14,DISTRICT,Tamenglong ,Total,140651,72371,68280,85006,47403,37603
14,DISTRICT,Tamenglong ,Rural,121288,62534,58754,70502,39729,30773
14,DISTRICT,Tamenglong ,Urban,19363,9837,9526,14504,7674,6830
14,DISTRICT,Churachandpur,Total,274143,138820,135323,195935,104013,91922
14,DISTRICT,Churachandpur,Rural,255786,129659,126127,181518,96504,85014
14,DISTRICT,Churachandpur,Urban,18357,9161,9196,14417,7509,6908
14,DISTRICT,Bishnupur,Total,237399,118782,118617,156333,87313,69020
14,DISTRICT,Bishnupur,Rural,149894,75171,74723,95558,54031,41527
14,DISTRICT,Bishnupur,Urban,87505,43611,43894,60775,33282,27493
14,DISTRICT,Thoubal,Total,422168,210845,211323,269304,152617,116687
14,DISTRICT,Thoubal,Rural,270835,135470,135365,164370,94714,69656
14,DISTRICT,Thoubal,Urban,151333,75375,75958,104934,57903,47031
14,DISTRICT,Imphal West,Total,517992,255054,262938,392626,205985,186641
14,DISTRICT,Imphal West,Rural,195113,96948,98165,139391,74969,64422
14,DISTRICT,Imphal West,Urban,322879,158106,164773,253235,131016,122219
14,DISTRICT,Imphal East,Total,456113,226094,230019,324664,173314,151350
14,DISTRICT,Imphal East,Rural,272906,136789,136117,183881,100937,82944
14,DISTRICT,Imphal East,Urban,183207,89305,93902,140783,72377,68406
14,DISTRICT,Ukhrul,Total,183998,94718,89280,129829,70148,59681
14,DISTRICT,Ukhrul,Rural,156811,80801,76010,108644,58978,49666
14,DISTRICT,Ukhrul,Urban,27187,13917,13270,21185,11170,10015
14,DISTRICT,Chandel,Total,144182,74579,69603,90302,51053,39249
14,DISTRICT,Chandel,Rural,127335,65909,61426,80017,45143,34874
14,DISTRICT,Chandel,Urban,16847,8670,8177,10285,5910,4375
15,STATE,MIZORAM,Total,1097206,555339,541867,848175,438529,409646
15,STATE,MIZORAM,Rural,525435,269135,256300,363334,195400,167934
15,STATE,MIZORAM,Urban,571771,286204,285567,484841,243129,241712
15,DISTRICT,Mamit,Total,86364,44828,41536,60191,32977,27214
15,DISTRICT,Mamit,Rural,71465,37135,34330,48174,26732,21442
15,DISTRICT,Mamit,Urban,14899,7693,7206,12017,6245,5772
15,DISTRICT,Kolasib,Total,83955,42918,41037,65895,34147,31748
15,DISTRICT,Kolasib,Rural,37077,19097,17980,27270,14387,12883
15,DISTRICT,Kolasib,Urban,46878,23821,23057,38625,19760,18865
15,DISTRICT,Aizawl,Total,400309,199270,201039,340595,169547,171048
15,DISTRICT,Aizawl,Rural,85555,43780,41775,69775,35914,33861
15,DISTRICT,Aizawl,Urban,314754,155490,159264,270820,133633,137187
15,DISTRICT,Champhai,Total,125745,63388,62357,100802,51440,49362
15,DISTRICT,Champhai,Rural,77216,39110,38106,61022,31380,29642
15,DISTRICT,Champhai,Urban,48529,24278,24251,39780,20060,19720
15,DISTRICT,Serchhip,Total,64937,32851,32086,54476,27598,26878
15,DISTRICT,Serchhip,Rural,32918,16643,16275,27094,13747,13347
15,DISTRICT,Serchhip,Urban,32019,16208,15811,27382,13851,13531
15,DISTRICT,Lunglei,Total,161428,82891,78537,121122,64515,56607
15,DISTRICT,Lunglei,Rural,92676,47577,45099,62114,34067,28047
15,DISTRICT,Lunglei,Urban,68752,35314,33438,59008,30448,28560
15,DISTRICT,Lawngtlai,Total,117894,60599,57295,62861,36444,26417
15,DISTRICT,Lawngtlai,Rural,97064,49940,47124,45922,27644,18278
15,DISTRICT,Lawngtlai,Urban,20830,10659,10171,16939,8800,8139
15,DISTRICT,Saiha,Total,56574,28594,27980,42233,21861,20372
15,DISTRICT,Saiha,Rural,31464,15853,15611,21963,11529,10434
15,DISTRICT,Saiha,Urban,25110,12741,12369,20270,10332,9938
16,STATE,TRIPURA,Total,3673917,1874376,1799541,2804783,1501369,1303414
16,STATE,TRIPURA,Rural,2712464,1387173,1325291,1992773,1081503,911270
16,STATE,TRIPURA,Urban,961453,487203,474250,812010,419866,392144
16,DISTRICT,West Tripura ,Total,1725739,879428,846311,1361354,722998,638356
16,DISTRICT,West Tripura ,Rural,1048101,536720,511381,789002,427581,361421
16,DISTRICT,West Tripura ,Urban,677638,342708,334930,572352,295417,276935
16,DISTRICT,South Tripura ,Total,876001,447544,428457,646810,351082,295728
16,DISTRICT,South Tripura ,Rural,752970,384787,368183,542886,296820,246066
16,DISTRICT,South Tripura ,Urban,123031,62757,60274,103924,54262,49662
16,DISTRICT,Dhalai,Total,378230,194544,183686,276217,151643,124574
16,DISTRICT,Dhalai,Rural,337731,173773,163958,241818,133640,108178
16,DISTRICT,Dhalai,Urban,40499,20771,19728,34399,18003,16396
16,DISTRICT,North Tripura,Total,693947,352860,341087,520402,275646,244756
16,DISTRICT,North Tripura,Rural,573662,291893,281769,419067,223462,195605
16,DISTRICT,North Tripura,Urban,120285,60967,59318,101335,52184,49151
17,STATE,MEGHALAYA,Total,2966889,1491832,1475057,1785005,913879,871126
17,STATE,MEGHALAYA,Rural,2371439,1194260,1177179,1315154,675636,639518
17,STATE,MEGHALAYA,Urban,595450,297572,297878,469851,238243,231608
17,DISTRICT,West Garo Hills,Total,643291,324159,319132,358702,193438,165264
17,DISTRICT,West Garo Hills,Rural,568433,286923,281510,298448,163020,135428
17,DISTRICT,West Garo Hills,Urban,74858,37236,37622,60254,30418,29836
17,DISTRICT,East Garo Hills,Total,317917,161223,156694,192147,102513,89634
17,DISTRICT,East Garo Hills,Rural,273725,138763,134962,157893,84705,73188
17,DISTRICT,East Garo Hills,Urban,44192,22460,21732,34254,17808,16446
17,DISTRICT,South Garo Hills,Total,142334,73170,69164,82062,45003,37059
17,DISTRICT,South Garo Hills,Rural,129203,66470,62733,72275,39880,32395
17,DISTRICT,South Garo Hills,Urban,13131,6700,6431,9787,5123,4664
17,DISTRICT,West Khasi Hills,Total,383461,193715,189746,230678,117307,113371
17,DISTRICT,West Khasi Hills,Rural,340356,172380,167976,200573,102493,98080
17,DISTRICT,West Khasi Hills,Urban,43105,21335,21770,30105,14814,15291
17,DISTRICT,Ribhoi,Total,258840,132531,126309,155859,80977,74882
17,DISTRICT,Ribhoi,Rural,233587,118705,114882,137817,70682,67135
17,DISTRICT,Ribhoi,Urban,25253,13826,11427,18042,10295,7747
17,DISTRICT,East Khasi Hills,Total,825922,410749,415173,578030,287270,290760
17,DISTRICT,East Khasi Hills,Rural,459441,228409,231032,283008,138245,144763
17,DISTRICT,East Khasi Hills,Urban,366481,182340,184141,295022,149025,145997
17,DISTRICT,Jaintia Hills,Total,395124,196285,198839,187527,87371,100156
17,DISTRICT,Jaintia Hills,Rural,366694,182610,184084,165140,76611,88529
17,DISTRICT,Jaintia Hills,Urban,28430,13675,14755,22387,10760,11627
18,STATE,ASSAM,Total,31205576,15939443,15266133,19177977,10568639,8609338
18,STATE,ASSAM,Rural,26807034,13678989,13128045,15685436,8706193,6979243
18,STATE,ASSAM,Urban,4398542,2260454,2138088,3492541,1862446,1630095
18,DISTRICT,Kokrajhar,Total,887142,452905,434237,489305,275220,214085
18,DISTRICT,Kokrajhar,Rural,832201,424446,407755,445890,251658,194232
18,DISTRICT,Kokrajhar,Urban,54941,28459,26482,43415,23562,19853
18,DISTRICT,Dhubri,Total,1949258,997848,951410,922341,511551,410790
18,DISTRICT,Dhubri,Rural,1745557,893914,851643,773646,431395,342251
18,DISTRICT,Dhubri,Urban,203701,103934,99767,148695,80156,68539
18,DISTRICT,Goalpara,Total,1008183,513292,494891,563577,304302,259275
18,DISTRICT,Goalpara,Rural,870121,443244,426877,473388,256085,217303
18,DISTRICT,Goalpara,Urban,138062,70048,68014,90189,48217,41972
18,DISTRICT,Barpeta,Total,1693622,867004,826618,897058,499038,398020
18,DISTRICT,Barpeta,Rural,1546269,791789,754480,782462,437702,344760
18,DISTRICT,Barpeta,Urban,147353,75215,72138,114596,61336,53260
18,DISTRICT,Morigaon,Total,957423,486651,470772,539902,289698,250204
18,DISTRICT,Morigaon,Rural,884125,449123,435002,485530,260603,224927
18,DISTRICT,Morigaon,Urban,73298,37528,35770,54372,29095,25277
18,DISTRICT,Nagaon,Total,2823768,1439112,1384656,1710716,921850,788866
18,DISTRICT,Nagaon,Rural,2454234,1250985,1203249,1422500,769517,652983
18,DISTRICT,Nagaon,Urban,369534,188127,181407,288216,152333,135883
18,DISTRICT,Sonitpur,Total,1924110,983904,940206,1108572,620525,488047
18,DISTRICT,Sonitpur,Rural,1750265,894985,855280,967739,546151,421588
18,DISTRICT,Sonitpur,Urban,173845,88919,84926,140833,74374,66459
18,DISTRICT,Lakhimpur,Total,1042137,529674,512463,683486,375552,307934
18,DISTRICT,Lakhimpur,Rural,950804,482582,468222,613176,337806,275370
18,DISTRICT,Lakhimpur,Urban,91333,47092,44241,70310,37746,32564
18,DISTRICT,Dhemaji,Total,686133,351249,334884,423028,237761,185267
18,DISTRICT,Dhemaji,Rural,637848,326278,311570,387412,218382,169030
18,DISTRICT,Dhemaji,Urban,48285,24971,23314,35616,19379,16237
18,DISTRICT,Tinsukia,Total,1327929,680231,647698,798322,453449,344873
18,DISTRICT,Tinsukia,Rural,1063186,541395,521791,590609,339871,250738
18,DISTRICT,Tinsukia,Urban,264743,138836,125907,207713,113578,94135
18,DISTRICT,Dibrugarh,Total,1326335,676434,649901,884531,491361,393170
18,DISTRICT,Dibrugarh,Rural,1082605,550299,532306,685573,385122,300451
18,DISTRICT,Dibrugarh,Urban,243730,126135,117595,198958,106239,92719
18,DISTRICT,Sivasagar,Total,1151050,589216,561834,813505,444767,368738
18,DISTRICT,Sivasagar,Rural,1040954,531286,509668,723490,396272,327218
18,DISTRICT,Sivasagar,Urban,110096,57930,52166,90015,48495,41520
18,DISTRICT,Jorhat,Total,1092256,556805,535451,794929,432335,362594
18,DISTRICT,Jorhat,Rural,871722,442968,428754,614748,336698,278050
18,DISTRICT,Jorhat,Urban,220534,113837,106697,180181,95637,84544
18,DISTRICT,Golaghat,Total,1066888,543161,523727,721764,396475,325289
18,DISTRICT,Golaghat,Rural,969152,493125,476027,640978,354039,286939
18,DISTRICT,Golaghat,Urban,97736,50036,47700,80786,42436,38350
18,DISTRICT,Karbi Anglong,Total,956313,490167,466146,557214,314253,242961
18,DISTRICT,Karbi Anglong,Rural,843347,431924,411423,470110,267214,202896
18,DISTRICT,Karbi Anglong,Urban,112966,58243,54723,87104,47039,40065
18,DISTRICT,Dima Hasao,Total,214102,110802,103300,140873,78559,62314
18,DISTRICT,Dima Hasao,Rural,151613,77817,73796,90009,50658,39351
18,DISTRICT,Dima Hasao,Urban,62489,32985,29504,50864,27901,22963
18,DISTRICT,Cachar,Total,1736617,886284,850333,1174128,639946,534182
18,DISTRICT,Cachar,Rural,1421153,727083,694070,923736,509621,414115
18,DISTRICT,Cachar,Urban,315464,159201,156263,250392,130325,120067
18,DISTRICT,Karimganj,Total,1228686,625864,602822,795297,435942,359355
18,DISTRICT,Karimganj,Rural,1118986,570510,548476,704260,388846,315414
18,DISTRICT,Karimganj,Urban,109700,55354,54346,91037,47096,43941
18,DISTRICT,Hailakandi,Total,659296,337890,321406,407366,226836,180530
18,DISTRICT,Hailakandi,Rural,611156,313747,297409,366962,206089,160873
18,DISTRICT,Hailakandi,Urban,48140,24143,23997,40404,20747,19657
18,DISTRICT,Bongaigaon,Total,738804,375818,362986,434078,237114,196964
18,DISTRICT,Bongaigaon,Rural,628994,319786,309208,347869,191158,156711
18,DISTRICT,Bongaigaon,Urban,109810,56032,53778,86209,45956,40253
18,DISTRICT,Chirang,Total,482162,244860,237302,259902,145869,114033
18,DISTRICT,Chirang,Rural,446825,226895,219930,234463,132102,102361
18,DISTRICT,Chirang,Urban,35337,17965,17372,25439,13767,11672
18,DISTRICT,Kamrup,Total,1517542,778461,739081,995319,550219,445100
18,DISTRICT,Kamrup,Rural,1375148,706140,669008,881782,489607,392175
18,DISTRICT,Kamrup,Urban,142394,72321,70073,113537,60612,52925
18,DISTRICT,Kamrup Metropolitan,Total,1253938,647585,606353,1001191,537227,463964
18,DISTRICT,Kamrup Metropolitan,Rural,216927,111062,105865,144941,80103,64838
18,DISTRICT,Kamrup Metropolitan,Urban,1037011,536523,500488,856250,457124,399126
18,DISTRICT,Nalbari,Total,771639,396006,375633,531771,293184,238587
18,DISTRICT,Nalbari,Rural,688909,353677,335232,464211,257140,207071
18,DISTRICT,Nalbari,Urban,82730,42329,40401,67560,36044,31516
18,DISTRICT,Baksa,Total,950075,481330,468745,572837,322614,250223
18,DISTRICT,Baksa,Rural,937833,475027,462806,564860,318180,246680
18,DISTRICT,Baksa,Urban,12242,6303,5939,7977,4434,3543
18,DISTRICT,Darrang,Total,928500,475273,453227,487039,268666,218373
18,DISTRICT,Darrang,Rural,873006,446460,426546,444075,245311,198764
18,DISTRICT,Darrang,Urban,55494,28813,26681,42964,23355,19609
18,DISTRICT,Udalguri,Total,831668,421617,410051,469926,264326,205600
18,DISTRICT,Udalguri,Rural,794094,402442,391652,441017,248863,192154
18,DISTRICT,Udalguri,Urban,37574,19175,18399,28909,15463,13446
19,STATE,WEST BENGAL,Total,91276115,46809027,44467088,61538281,33818810,27719471
19,STATE,WEST BENGAL,Rural,62183113,31844945,30338168,39213779,21848197,17365582
19,STATE,WEST BENGAL,Urban,29093002,14964082,14128920,22324502,11970613,10353889
19,DISTRICT,Darjiling ,Total,1846823,937259,909564,1315585,717673,597912
19,DISTRICT,Darjiling ,Rural,1118860,566965,551895,736824,410782,326042
19,DISTRICT,Darjiling ,Urban,727963,370294,357669,578761,306891,271870
19,DISTRICT,Jalpaiguri ,Total,3872846,1983064,1889782,2498780,1396622,1102158
19,DISTRICT,Jalpaiguri ,Rural,2812495,1437286,1375209,1716304,972356,743948
19,DISTRICT,Jalpaiguri ,Urban,1060351,545778,514573,782476,424266,358210
19,DISTRICT,Koch Bihar ,Total,2819086,1451542,1367544,1850504,1028733,821771
19,DISTRICT,Koch Bihar ,Rural,2529652,1304916,1224736,1617223,906392,710831
19,DISTRICT,Koch Bihar ,Urban,289434,146626,142808,233281,122341,110940
19,DISTRICT,Uttar Dinajpur,Total,3007134,1551066,1456068,1489667,853495,636172
19,DISTRICT,Uttar Dinajpur,Rural,2644906,1362469,1282437,1233289,713641,519648
19,DISTRICT,Uttar Dinajpur,Urban,362228,188597,173631,256378,139854,116524
19,DISTRICT,Dakshin Dinajpur,Total,1676276,857199,819077,1083685,596474,487211
19,DISTRICT,Dakshin Dinajpur,Rural,1439981,737771,702210,890661,495597,395064
19,DISTRICT,Dakshin Dinajpur,Urban,236295,119428,116867,193024,100877,92147
19,DISTRICT,Maldah ,Total,3988845,2051541,1937304,2086432,1152019,934413
19,DISTRICT,Maldah ,Rural,3447185,1768336,1678849,1731677,961409,770268
19,DISTRICT,Maldah ,Urban,541660,283205,258455,354755,190610,164145
19,DISTRICT,Murshidabad ,Total,7103807,3627564,3476243,4055834,2177187,1878647
19,DISTRICT,Murshidabad ,Rural,5703115,2917822,2785293,3193502,1713685,1479817
19,DISTRICT,Murshidabad ,Urban,1400692,709742,690950,862332,463502,398830
19,DISTRICT,Birbhum,Total,3502404,1790920,1711484,2158447,1201481,956966
19,DISTRICT,Birbhum,Rural,3052956,1561976,1490980,1832366,1025661,806705
19,DISTRICT,Birbhum,Urban,449448,228944,220504,326081,175820,150261
19,DISTRICT,Barddhaman ,Total,7717563,3966889,3750674,5247208,2918040,2329168
19,DISTRICT,Barddhaman ,Rural,4639264,2373787,2265477,2998277,1671556,1326721
19,DISTRICT,Barddhaman ,Urban,3078299,1593102,1485197,2248931,1246484,1002447
19,DISTRICT,Nadia ,Total,5167600,2653768,2513832,3480555,1878866,1601689
19,DISTRICT,Nadia ,Rural,3728727,1921112,1807615,2354086,1281436,1072650
19,DISTRICT,Nadia ,Urban,1438873,732656,706217,1126469,597430,529039
19,DISTRICT,North Twenty Four Parganas,Total,10009781,5119389,4890392,7608693,4056046,3552647
19,DISTRICT,North Twenty Four Parganas,Rural,4277619,2196554,2081065,2929366,1593026,1336340
19,DISTRICT,North Twenty Four Parganas,Urban,5732162,2922835,2809327,4679327,2463020,2216307
19,DISTRICT,Hugli ,Total,5519145,2814653,2704492,4078388,2211777,1866611
19,DISTRICT,Hugli ,Rural,3390646,1722945,1667701,2389544,1309767,1079777
19,DISTRICT,Hugli ,Urban,2128499,1091708,1036791,1688844,902010,786834
19,DISTRICT,Bankura ,Total,3596674,1838095,1758579,2232992,1299337,933655
19,DISTRICT,Bankura ,Rural,3296901,1685777,1611124,2002652,1174375,828277
19,DISTRICT,Bankura ,Urban,299773,152318,147455,230340,124962,105378
19,DISTRICT,Puruliya,Total,2930115,1496996,1433119,1624905,1002058,622847
19,DISTRICT,Puruliya,Rural,2556801,1304208,1252593,1374860,858620,516240
19,DISTRICT,Puruliya,Urban,373314,192788,180526,250045,143438,106607
19,DISTRICT,Haora ,Total,4850029,2500819,2349210,3605206,1942824,1662382
19,DISTRICT,Haora ,Rural,1775885,909519,866366,1256266,682352,573914
19,DISTRICT,Haora ,Urban,3074144,1591300,1482844,2348940,1260472,1088468
19,DISTRICT,Kolkata,Total,4496694,2356766,2139928,3588137,1926915,1661222
